Indicator	Country	Region	RegionName	FB	NonFBCompValue	Diff	country_mean_DIFF	quartile
eduattain	AUS	AU3	Queensland	45.32177821	29.68610834	-15.63566987	-16.43298912	1
eduattain	AUS	AU4	South Australia	47.21414729	30.89740538	-16.31674191	-16.43298912	1
eduattain	AUS	AU5	Western Australia	46.2317007	30.97713098	-15.25456973	-16.43298912	1
eduattain	AUS	AU6	Tasmania	45.71428571	24.89130435	-20.82298137	-16.43298912	1
eduattain	AUS	AU7	Northern Territory	46.76056338	30.39106145	-16.36950193	-16.43298912	1
eduattain	AUS	AU8	Australian Capital Territory	66.83760684	51.70212766	-15.13547918	-16.43298912	1
overQualRate	AUS	AU1	New South Wales	17.94623507	8.602612582	9.34362249	9.234279633	4
overQualRate	AUS	AU2	Victoria	18.95437143	10.0576067	8.896764727	9.234279633	4
overQualRate	AUS	AU3	Queensland	14.46828358	7.555930772	6.91235281	9.234279633	4
overQualRate	AUS	AU4	South Australia	18.21921834	8.017836845	10.20138149	9.234279633	4
overQualRate	AUS	AU5	Western Australia	14.81784691	6.826626362	7.991220548	9.234279633	4
overQualRate	AUS	AU6	Tasmania	15.41755889	5.943348508	9.474210379	9.234279633	4
overQualRate	AUS	AU7	Northern Territory	16.26591231	6.442251886	9.823660419	9.234279633	4
overQualRate	AUS	AU8	Australian Capital Territory	20.29384757	9.062821833	11.23102573	9.234279633	4
ShareMig	AUT	AT11	Burgenland (AT)	20.93533364	9.820544243		9.820544243	4
ShareMig	AUT	AT12	Lower Austria	20.93533364	9.820544243		9.820544243	4
ShareMig	AUT	AT13	Vienna	20.93533364	9.820544243		9.820544243	4
ShareMig	AUT	AT21	Carinthia	10.13139245	9.820544243		9.820544243	3
ShareMig	AUT	AT22	Styria	10.13139245	9.820544243		9.820544243	3
ShareMig	AUT	AT31	Upper Austria	14.87778063	9.820544243		9.820544243	4
ShareMig	AUT	AT32	Salzburg	14.87778063	9.820544243		9.820544243	4
ShareMig	AUT	AT33	Tyrol	14.87778063	9.820544243		9.820544243	4
ShareMig	AUT	AT34	Vorarlberg	14.87778063	9.820544243		9.820544243	4
ChangeShareMig	AUT	AT11	Burgenland (AT)	5.297353745	5.297353745		9.820544243	4
ChangeShareMig	AUT	AT12	Lower Austria	5.297353745	5.297353745		9.820544243	4
ChangeShareMig	AUT	AT13	Vienna	5.297353745	5.297353745		9.820544243	4
ChangeShareMig	AUT	AT21	Carinthia	2.860636711	2.860636711		9.820544243	3
ChangeShareMig	AUT	AT22	Styria	2.860636711	2.860636711		9.820544243	3
ChangeShareMig	AUT	AT31	Upper Austria	3.144137383	3.144137383		9.820544243	3
ChangeShareMig	AUT	AT32	Salzburg	3.144137383	3.144137383		9.820544243	3
ChangeShareMig	AUT	AT33	Tyrol	3.144137383	3.144137383		9.820544243	3
ChangeShareMig	AUT	AT34	Vorarlberg	3.144137383	3.144137383		9.820544243	3
lengthStay	AUT	AT11	Burgenland (AT)	38.4175758	61.5824242	23.1648484	27.55670166	2
lengthStay	AUT	AT12	Lower Austria	29.07988211	70.92011789	41.84023578	27.55670166	3
lengthStay	AUT	AT13	Vienna	36.95407373	63.04592627	26.09185254	27.55670166	2
lengthStay	AUT	AT21	Carinthia	37.33942716	62.66057284	25.32114569	27.55670166	2
lengthStay	AUT	AT22	Styria	40.65711842	59.34288158	18.68576317	27.55670166	2
lengthStay	AUT	AT31	Upper Austria	31.97479812	68.02520188	36.05040376	27.55670166	3
lengthStay	AUT	AT32	Salzburg	36.11312038	63.88687962	27.77375923	27.55670166	2
lengthStay	AUT	AT33	Tyrol	41.3405291	58.6594709	17.3189418	27.55670166	2
lengthStay	AUT	AT34	Vorarlberg	34.1183165	65.8816835	31.763367	27.55670166	3
PartRate	AUT	AT11	Burgenland (AT)	73.91559663	73.40105001	-0.514546614	2.70990634	2
PartRate	AUT	AT12	Lower Austria	75.77321051	77.17727917	1.404068658	2.70990634	2
PartRate	AUT	AT13	Vienna	69.16481386	74.23011649	5.065302632	2.70990634	3
PartRate	AUT	AT21	Carinthia	71.48407712	73.90747154	2.423394417	2.70990634	3
PartRate	AUT	AT22	Styria	71.88103699	74.74204488	2.861007887	2.70990634	3
PartRate	AUT	AT31	Upper Austria	77.42296273	78.20548266	0.782519929	2.70990634	2
PartRate	AUT	AT32	Salzburg	74.45137063	77.26539943	2.814028802	2.70990634	3
PartRate	AUT	AT33	Tyrol	74.57958482	77.12563144	2.546046617	2.70990634	3
PartRate	AUT	AT34	Vorarlberg	72.16545065	79.17278435	7.007333696	2.70990634	4
Unemp	AUT	AT11	Burgenland (AT)		4.699047017		4.878755093	
Unemp	AUT	AT12	Lower Austria	10.21966418	4.540027494	5.679636691	4.878755093	3
Unemp	AUT	AT13	Vienna	13.48916316	8.694499696	4.794663464	4.878755093	3
Unemp	AUT	AT21	Carinthia	10.82783324	5.475361231	5.352472012	4.878755093	3
Unemp	AUT	AT22	Styria	11.23552095	4.099557128	7.135963818	4.878755093	3
Unemp	AUT	AT31	Upper Austria	7.981046538	3.479343548	4.501702989	4.878755093	3
Unemp	AUT	AT32	Salzburg	6.602186703	2.833674865	3.768511838	4.878755093	2
Unemp	AUT	AT33	Tyrol	5.569418072	2.651084181	2.918333891	4.878755093	2
Unemp	AUT	AT34	Vorarlberg		3.042111877		4.878755093	
eduattain	AUT	AT11	Burgenland (AT)	29.27511794	25.62661677	-3.648501177	2.502964973	2
eduattain	AUT	AT12	Lower Austria	26.6094654	28.17064352	1.561178122	2.502964973	3
eduattain	AUT	AT13	Vienna	32.69785933	37.24919538	4.551336051	2.502964973	3
eduattain	AUT	AT21	Carinthia	23.78042302	27.26919943	3.488776414	2.502964973	3
eduattain	AUT	AT22	Styria	24.50111306	24.49477967	-0.006333385	2.502964973	3
eduattain	AUT	AT31	Upper Austria	19.73061568	26.25464356	6.524027887	2.502964973	4
eduattain	AUT	AT32	Salzburg	24.60628229	29.00515456	4.398872268	2.502964973	3
eduattain	AUT	AT33	Tyrol	24.86563075	24.52890793	-0.336722823	2.502964973	3
eduattain	AUT	AT34	Vorarlberg	19.72815729	25.72220788	5.994050583	2.502964973	3
overQualRate	AUT	AT11	Burgenland (AT)		8.773554904		2.917388201	
overQualRate	AUT	AT12	Lower Austria	12.61338411	9.240853758	3.372530351	2.917388201	3
overQualRate	AUT	AT13	Vienna	15.75607564	8.459329657	7.296745985	2.917388201	4
overQualRate	AUT	AT21	Carinthia	12.02832741	11.10516368	0.923163733	2.917388201	2
overQualRate	AUT	AT22	Styria	11.94549659	7.99295301	3.952543579	2.917388201	3
overQualRate	AUT	AT31	Upper Austria	10.52261051	8.095722857	2.426887649	2.917388201	3
overQualRate	AUT	AT32	Salzburg	10.17781069	9.327190994	0.850619694	2.917388201	2
overQualRate	AUT	AT33	Tyrol	10.84286592	8.068187528	2.774678387	2.917388201	3
overQualRate	AUT	AT34	Vorarlberg	9.193752521	7.45181698	1.741935541	2.917388201	2
ShareMig	BEL	BE1	Brussels Capital Region	43.01633453	13.85803318		13.85803318	4
ShareMig	BEL	BE2	Flemish Region	9.865654945	13.85803318		13.85803318	3
ShareMig	BEL	BE3	Wallonia	13.443573	13.85803318		13.85803318	4
ChangeShareMig	BEL	BE1	Brussels Capital Region	11.77733612	11.77733612		13.85803318	4
ChangeShareMig	BEL	BE2	Flemish Region	3.330501556	3.330501556		13.85803318	3
ChangeShareMig	BEL	BE3	Wallonia	1.714800835	1.714800835		13.85803318	2
lengthStay	BEL	BE1	Brussels Capital Region	52.76593781	47.23406219	-5.53187561	13.28476048	1
lengthStay	BEL	BE2	Flemish Region	45.15473557	54.84526443	9.69052887	13.28476048	1
lengthStay	BEL	BE3	Wallonia	32.15218735	67.84781647	35.69562912	13.28476048	3
PartRate	BEL	BE1	Brussels Capital Region	66.87637329	65.33756256	-1.538804412	2.982011557	2
PartRate	BEL	BE2	Flemish Region	64.93458557	70.6696701	5.735085011	2.982011557	3
PartRate	BEL	BE3	Wallonia	59.99608612	64.74584198	4.749753952	2.982011557	3
Unemp	BEL	BE1	Brussels Capital Region	20.92214394	14.63026428	6.291879654	7.793864727	3
Unemp	BEL	BE2	Flemish Region	12.45895004	4.227146149	8.231803894	7.793864727	4
Unemp	BEL	BE3	Wallonia	19.6081543	10.75024414	8.857910156	7.793864727	4
eduattain	BEL	BE1	Brussels Capital Region	35.49259949	48.07723999	12.5846405	9.348305702	4
eduattain	BEL	BE2	Flemish Region	27.35017776	37.28464127	9.934463501	9.348305702	4
eduattain	BEL	BE3	Wallonia	28.04335022	33.56916428	5.525814056	9.348305702	3
overQualRate	BEL	BE1	Brussels Capital Region	10.93992519	8.470884323	2.469041109	3.044632912	3
overQualRate	BEL	BE2	Flemish Region	12.46561813	7.667300224	4.798317909	3.044632912	3
overQualRate	BEL	BE3	Wallonia	10.36533546	8.479367256	1.866539717	3.044632912	2
ShareMig	CAN	CA10	Newfoundland and Labrador					
ShareMig	CAN	CA11	Prince Edward Island					
ShareMig	CAN	CA12	Nova Scotia	6.135670732	9.679689407		9.679689407	2
ShareMig	CAN	CA13	New Brunswick	4.313189024	9.679689407		9.679689407	2
ShareMig	CAN	CA24	Quebec	14.99785162	9.679689407		9.679689407	4
ShareMig	CAN	CA35	Ontario	33.35166682	9.679689407		9.679689407	4
ShareMig	CAN	CA46	Manitoba	20.4913906	9.679689407		9.679689407	4
ShareMig	CAN	CA47	Saskatchewan	11.31148475	9.679689407		9.679689407	3
ShareMig	CAN	CA48	Alberta	22.96608915	9.679689407		9.679689407	4
ShareMig	CAN	CA59	British Columbia	31.20045083	9.679689407		9.679689407	4
ChangeShareMig	CAN	CA10	Newfoundland and Labrador					
ChangeShareMig	CAN	CA11	Prince Edward Island					
ChangeShareMig	CAN	CA12	Nova Scotia	-0.191235065	-0.191235065		9.679689407	1
ChangeShareMig	CAN	CA13	New Brunswick	-0.397407532	-0.397407532		9.679689407	1
ChangeShareMig	CAN	CA24	Quebec	1.400537491	1.400537491		9.679689407	2
ChangeShareMig	CAN	CA35	Ontario	-0.662498474	-0.662498474		9.679689407	1
ChangeShareMig	CAN	CA46	Manitoba	4.105617523	4.105617523		9.679689407	4
ChangeShareMig	CAN	CA47	Saskatchewan	4.737979412	4.737979412		9.679689407	4
ChangeShareMig	CAN	CA48	Alberta	2.944488525	2.944488525		9.679689407	3
ChangeShareMig	CAN	CA59	British Columbia	-1.830245972	-1.830245972		9.679689407	1
lengthStay	CAN	CA10	Newfoundland and Labrador	16.16161616	83.83838384	67.67676768	24.18168068	4
lengthStay	CAN	CA11	Prince Edward Island	34.84848485	65.15151515	30.3030303	24.18168068	3
lengthStay	CAN	CA12	Nova Scotia	39.30635838	60.69364162	21.38728324	24.18168068	2
lengthStay	CAN	CA13	New Brunswick	40.93959732	59.06040268	18.12080537	24.18168068	2
lengthStay	CAN	CA24	Quebec	38.75126843	61.24873157	22.49746314	24.18168068	2
lengthStay	CAN	CA35	Ontario	24.51550555	75.48449445	50.9689889	24.18168068	4
lengthStay	CAN	CA46	Manitoba	51.07913669	48.92086331	-2.158273381	24.18168068	1
lengthStay	CAN	CA47	Saskatchewan	65.54328879	34.45671121	-31.08657757	24.18168068	1
lengthStay	CAN	CA48	Alberta	40.76625387	59.23374613	18.46749226	24.18168068	2
lengthStay	CAN	CA59	British Columbia	27.18008687	72.81991313	45.63982626	24.18168068	3
PartRate	CAN	CA10	Newfoundland and Labrador	82.60869565	74.67446964	-7.934226011	0.201809376	1
PartRate	CAN	CA11	Prince Edward Island	78.16091954	80.71150639	2.550586852	0.201809376	3
PartRate	CAN	CA12	Nova Scotia	72.47838617	76.34464301	3.866256844	0.201809376	3
PartRate	CAN	CA13	New Brunswick	74.34679335	77.14687432	2.800080975	0.201809376	3
PartRate	CAN	CA24	Quebec	77.51581712	79.13637102	1.620553906	0.201809376	3
PartRate	CAN	CA35	Ontario	76.1881752	77.14615991	0.957984717	0.201809376	2
PartRate	CAN	CA46	Manitoba	81.35491607	79.05227234	-2.302643725	0.201809376	2
PartRate	CAN	CA47	Saskatchewan	81.87100523	80.83813177	-1.032873462	0.201809376	2
PartRate	CAN	CA48	Alberta	80.94574723	81.5431634	0.597416163	0.201809376	2
PartRate	CAN	CA59	British Columbia	76.10402629	76.99898385	0.89495757	0.201809376	2
Unemp	CAN	CA10	Newfoundland and Labrador		13.18573668		-1.019176841	
Unemp	CAN	CA11	Prince Edward Island	0	10.60606061	-10.60606061	-1.019176841	1
Unemp	CAN	CA12	Nova Scotia	9.145129225	8.52651815	0.618611075	-1.019176841	2
Unemp	CAN	CA13	New Brunswick		9.799523342		-1.019176841	
Unemp	CAN	CA24	Quebec		6.854623379		-1.019176841	
Unemp	CAN	CA35	Ontario	6.947087071	6.723633455	0.223453616	-1.019176841	2
Unemp	CAN	CA46	Manitoba	6.595431098	5.856960475	0.738470623	-1.019176841	2
Unemp	CAN	CA47	Saskatchewan	5.890702626	5.767708559	0.122994067	-1.019176841	1
Unemp	CAN	CA48	Alberta	8.566784587	6.830526888	1.7362577	-1.019176841	2
Unemp	CAN	CA59	British Columbia	6.17591102	6.143875187	0.032035833	-1.019176841	1
eduattain	CAN	CA10	Newfoundland and Labrador		39.68098958		-16.2845974	
eduattain	CAN	CA11	Prince Edward Island		50.53091818		-16.2845974	
eduattain	CAN	CA12	Nova Scotia	66.77966102	49.32104753	-17.45861349	-16.2845974	1
eduattain	CAN	CA13	New Brunswick	68.51851852	47.92885281	-20.58966571	-16.2845974	1
eduattain	CAN	CA24	Quebec	64.43719413	45.38700846	-19.05018567	-16.2845974	1
eduattain	CAN	CA35	Ontario	64.05129778	56.52650122	-7.524796562	-16.2845974	2
eduattain	CAN	CA46	Manitoba	55.55555556	43.14437555	-12.41118	-16.2845974	1
eduattain	CAN	CA47	Saskatchewan	58.33896016	36.69502911	-21.64393105	-16.2845974	1
eduattain	CAN	CA48	Alberta	59.91371872	44.83333748	-15.08038124	-16.2845974	1
eduattain	CAN	CA59	British Columbia	62.17453151	45.65650215	-16.51802936	-16.2845974	1
overQualRate	CAN	CA10	Newfoundland and Labrador		30.89005236		19.65304756	
overQualRate	CAN	CA11	Prince Edward Island					
overQualRate	CAN	CA12	Nova Scotia		40.52287582		19.65304756	
overQualRate	CAN	CA13	New Brunswick		39.77272727		19.65304756	
overQualRate	CAN	CA24	Quebec	53.58539765	34.91057279	18.67482487	19.65304756	4
overQualRate	CAN	CA35	Ontario	50.56143728	42.43651659	8.124920688	19.65304756	4
overQualRate	CAN	CA46	Manitoba	71.62162162	31.25845737	40.36316425	19.65304756	4
overQualRate	CAN	CA47	Saskatchewan		23.30960854		19.65304756	
overQualRate	CAN	CA48	Alberta	47.56756757	30.80606544	16.76150212	19.65304756	4
overQualRate	CAN	CA59	British Columbia	48.24175824	33.90092879	14.34082945	19.65304756	4
ShareMig	CHE	CH01	Lake Geneva Region	39.54983764	17.5541935		17.5541935	4
ShareMig	CHE	CH02	Espace Mittelland	21.95785359	17.5541935		17.5541935	4
ShareMig	CHE	CH03	Northwestern Switzerland 	30.00389472	17.5541935		17.5541935	4
ShareMig	CHE	CH04	Zurich	34.08881683	17.5541935		17.5541935	4
ShareMig	CHE	CH05	Eastern Switzerland	25.59211949	17.5541935		17.5541935	4
ShareMig	CHE	CH06	Central Switzerland	22.1226377	17.5541935		17.5541935	4
ShareMig	CHE	CH07	Ticino	38.75727299	17.5541935		17.5541935	4
ChangeShareMig	CHE	CH01	Lake Geneva Region	4.307880402	4.307880402		17.5541935	4
ChangeShareMig	CHE	CH02	Espace Mittelland	4.42023468	4.42023468		17.5541935	4
ChangeShareMig	CHE	CH03	Northwestern Switzerland 	5.202165604	5.202165604		17.5541935	4
ChangeShareMig	CHE	CH04	Zurich	6.599666595	6.599666595		17.5541935	4
ChangeShareMig	CHE	CH05	Eastern Switzerland	4.364080429	4.364080429		17.5541935	4
ChangeShareMig	CHE	CH06	Central Switzerland	4.42514801	4.42514801		17.5541935	4
ChangeShareMig	CHE	CH07	Ticino	4.367092133	4.367092133		17.5541935	4
lengthStay	CHE	CH01	Lake Geneva Region	41.49508104	58.50491896	17.00983792	16.64710808	2
lengthStay	CHE	CH02	Espace Mittelland	39.0756437	60.9243563	21.84871261	16.64710808	2
lengthStay	CHE	CH03	Northwestern Switzerland 	40.72868085	59.27131915	18.54263831	16.64710808	2
lengthStay	CHE	CH04	Zurich	46.6271661	53.3728339	6.745667794	16.64710808	1
lengthStay	CHE	CH05	Eastern Switzerland	39.81217803	60.18782198	20.37564395	16.64710808	2
lengthStay	CHE	CH06	Central Switzerland	42.53658479	57.4634152	14.92683041	16.64710808	2
lengthStay	CHE	CH07	Ticino	41.45978539	58.54021461	17.08042922	16.64710808	2
PartRate	CHE	CH01	Lake Geneva Region	81.00414385	79.74812188	-1.25602197	0.559499979	2
PartRate	CHE	CH02	Espace Mittelland	83.6553272	85.74296873	2.087641534	0.559499979	3
PartRate	CHE	CH03	Northwestern Switzerland 	82.96762751	83.61912488	0.651497374	0.559499979	2
PartRate	CHE	CH04	Zurich	84.20231066	86.46093175	2.258621085	0.559499979	3
PartRate	CHE	CH05	Eastern Switzerland	83.33407647	86.41847816	3.084401695	0.559499979	3
PartRate	CHE	CH06	Central Switzerland	84.57793176	87.47616242	2.898230665	0.559499979	3
PartRate	CHE	CH07	Ticino	79.86821377	74.06034342	-5.807870352	0.559499979	1
Unemp	CHE	CH01	Lake Geneva Region	9.625807314	5.072986521	4.552820793	4.303813457	3
Unemp	CHE	CH02	Espace Mittelland	8.419653185	3.061448597	5.358204588	4.303813457	3
Unemp	CHE	CH03	Northwestern Switzerland 	6.23776708	3.328222505	2.909544575	4.303813457	2
Unemp	CHE	CH04	Zurich	6.348760101	2.864447813	3.484312288	4.303813457	2
Unemp	CHE	CH05	Eastern Switzerland	6.73617528	2.512321738	4.223853543	4.303813457	2
Unemp	CHE	CH06	Central Switzerland	7.709336066	2.217041612	5.492294454	4.303813457	3
Unemp	CHE	CH07	Ticino	9.285767467	5.180102444	4.105665023	4.303813457	2
eduattain	CHE	CH01	Lake Geneva Region	40.07003604	37.06385169	-3.006184344	0.600960612	2
eduattain	CHE	CH02	Espace Mittelland	34.65732819	36.29319041	1.635862219	0.600960612	3
eduattain	CHE	CH03	Northwestern Switzerland 	40.3903816	38.33046123	-2.059920366	0.600960612	2
eduattain	CHE	CH04	Zurich	46.03940635	45.99050026	-0.048906097	0.600960612	3
eduattain	CHE	CH05	Eastern Switzerland	30.02876097	33.96474071	3.935979737	0.600960612	3
eduattain	CHE	CH06	Central Switzerland	35.46679554	36.18334283	0.716547292	0.600960612	3
eduattain	CHE	CH07	Ticino	32.91810531	35.95145125	3.033345938	0.600960612	3
overQualRate	CHE	CH01	Lake Geneva Region	6.426805283	5.643843759	0.782961525	0.193631262	2
overQualRate	CHE	CH02	Espace Mittelland	7.768184059	7.6603039	0.107880159	0.193631262	2
overQualRate	CHE	CH03	Northwestern Switzerland 	6.550427559	6.783494235	-0.233066676	0.193631262	2
overQualRate	CHE	CH04	Zurich	7.0207255	7.494415722	-0.473690222	0.193631262	2
overQualRate	CHE	CH05	Eastern Switzerland	6.47878547	7.401915058	-0.923129588	0.193631262	2
overQualRate	CHE	CH06	Central Switzerland	7.112459242	7.078729592	0.03372965	0.193631262	2
overQualRate	CHE	CH07	Ticino	7.571807711	5.51107368	2.060734031	0.193631262	2
ShareMig	CZE	CZ01	Prague	5.824613271	3.052054405		3.052054405	2
ShareMig	CZE	CZ02	Central Bohemian Region	2.6955902	3.052054405		3.052054405	1
ShareMig	CZE	CZ03	Southwest	2.330123808	3.052054405		3.052054405	1
ShareMig	CZE	CZ04	Northwest	3.91997845	3.052054405		3.052054405	2
ShareMig	CZE	CZ05	Northeast	2.668078896	3.052054405		3.052054405	1
ShareMig	CZE	CZ06	Southeast	1.896794979	3.052054405		3.052054405	1
ShareMig	CZE	CZ07	Central Moravia	1.801971141	3.052054405		3.052054405	1
ShareMig	CZE	CZ08	Moravia-Silesia	3.279284353	3.052054405		3.052054405	1
ChangeShareMig	CZE	CZ01	Prague					
ChangeShareMig	CZE	CZ02	Central Bohemian Region					
ChangeShareMig	CZE	CZ03	Southwest					
ChangeShareMig	CZE	CZ04	Northwest					
ChangeShareMig	CZE	CZ05	Northeast					
ChangeShareMig	CZE	CZ06	Southeast					
ChangeShareMig	CZE	CZ07	Central Moravia					
ChangeShareMig	CZE	CZ08	Moravia-Silesia					
lengthStay	CZE	CZ01	Prague	50.89728979	49.10271021	-1.79457957	39.13732147	1
lengthStay	CZE	CZ02	Central Bohemian Region	35.73460111	64.26539889	28.53079778	39.13732147	2
lengthStay	CZE	CZ03	Southwest	34.63557841	65.36442159	30.72884318	39.13732147	3
lengthStay	CZE	CZ04	Northwest	22.63914977	77.36085023	54.72170047	39.13732147	4
lengthStay	CZE	CZ05	Northeast	30.41392232	69.58607768	39.17215535	39.13732147	3
lengthStay	CZE	CZ06	Southeast	35.52310208	64.47689792	28.95379585	39.13732147	2
lengthStay	CZE	CZ07	Central Moravia	16.98671866	83.01328134	66.02656268	39.13732147	4
lengthStay	CZE	CZ08	Moravia-Silesia	16.62034681	83.37965319	66.75930638	39.13732147	4
PartRate	CZE	CZ01	Prague	77.49779973	76.49055198	-1.007247744	-3.140076637	2
PartRate	CZE	CZ02	Central Bohemian Region	80.81604946	74.7181603	-6.097889163	-3.140076637	1
PartRate	CZE	CZ03	Southwest	81.07278363	74.3629578	-6.709825836	-3.140076637	1
PartRate	CZE	CZ04	Northwest	74.00055471	71.78464356	-2.215911158	-3.140076637	2
PartRate	CZE	CZ05	Northeast	73.18789654	73.8086289	0.620732358	-3.140076637	2
PartRate	CZE	CZ06	Southeast	79.59260888	73.70981661	-5.882792272	-3.140076637	1
PartRate	CZE	CZ07	Central Moravia	76.67050134	72.49003752	-4.180463819	-3.140076637	1
PartRate	CZE	CZ08	Moravia-Silesia	71.41123456	71.76401892	0.352784364	-3.140076637	2
Unemp	CZE	CZ01	Prague	2.122430519	2.751205714	-0.628775195	2.475778818	1
Unemp	CZE	CZ02	Central Bohemian Region	3.728126838	4.390790071	-0.662663233	2.475778818	1
Unemp	CZE	CZ03	Southwest	5.296196194	4.749357301	0.546838893	2.475778818	2
Unemp	CZE	CZ04	Northwest	11.24789874	7.993262859	3.25463588	2.475778818	2
Unemp	CZE	CZ05	Northeast	10.83241865	5.707665849	5.124752802	2.475778818	3
Unemp	CZE	CZ06	Southeast	8.020918876	5.435037877	2.585880999	2.475778818	2
Unemp	CZE	CZ07	Central Moravia	11.86466995	6.048280198	5.816389753	2.475778818	3
Unemp	CZE	CZ08	Moravia-Silesia	12.14520397	8.376032585	3.769171385	2.475778818	2
eduattain	CZE	CZ01	Prague	44.96032445	38.4219728	-6.53835165	-3.507792234	2
eduattain	CZE	CZ02	Central Bohemian Region	25.31164758	20.14611346	-5.165534114	-3.507792234	2
eduattain	CZE	CZ03	Southwest	13.37855806	17.13438684	3.755828779	-3.507792234	3
eduattain	CZE	CZ04	Northwest	15.14539115	12.57474374	-2.570647404	-3.507792234	2
eduattain	CZE	CZ05	Northeast	14.7883592	16.62728848	1.838929282	-3.507792234	3
eduattain	CZE	CZ06	Southeast	36.16539271	21.43119498	-14.73419774	-3.507792234	1
eduattain	CZE	CZ07	Central Moravia	24.01106215	17.82613629	-6.184925869	-3.507792234	2
eduattain	CZE	CZ08	Moravia-Silesia	15.03198405	16.56854512	1.536561072	-3.507792234	3
overQualRate	CZE	CZ01	Prague	8.099848405	4.350679604	3.749168801	2.612823486	3
overQualRate	CZE	CZ02	Central Bohemian Region	6.714735633	2.241633217	4.473102416	2.612823486	3
overQualRate	CZE	CZ03	Southwest	4.175430433	2.770003976	1.405426456	2.612823486	2
overQualRate	CZE	CZ04	Northwest	5.452391591	2.847796736	2.604594854	2.612823486	3
overQualRate	CZE	CZ05	Northeast	4.457968162	2.436591208	2.021376954	2.612823486	2
overQualRate	CZE	CZ06	Southeast	4.560728369	3.068133288	1.492595081	2.612823486	2
overQualRate	CZE	CZ07	Central Moravia		3.310627787		2.612823486	
overQualRate	CZE	CZ08	Moravia-Silesia	5.320884009	2.7773845	2.543499508	2.612823486	3
ShareMig	DEU	DE1	Baden-Württemberg 	19.12647057	9.666791916		9.666791916	4
ShareMig	DEU	DE2	Bavaria	15.72646236	9.666791916		9.666791916	4
ShareMig	DEU	DE3	Berlin	18.96619797	9.666791916		9.666791916	4
ShareMig	DEU	DE4	Brandenburg	7.429249763	9.666791916		9.666791916	2
ShareMig	DEU	DE5	Bremen 	20.65275764	9.666791916		9.666791916	4
ShareMig	DEU	DE6	Hamburg	19.63274384	9.666791916		9.666791916	4
ShareMig	DEU	DE7	Hesse	19.80505371	9.666791916		9.666791916	4
ShareMig	DEU	DE8	Mecklenburg-Vorpommern	8.36090374	9.666791916		9.666791916	3
ShareMig	DEU	DE9	Lower Saxony 	13.99827099	9.666791916		9.666791916	4
ShareMig	DEU	DEA	North Rhine-Westphalia	16.65798378	9.666791916		9.666791916	4
ShareMig	DEU	DEB	Rhineland-Palatinate	14.19888401	9.666791916		9.666791916	4
ShareMig	DEU	DEC	Saarland	12.15654659	9.666791916		9.666791916	3
ShareMig	DEU	DED	Saxony	6.301037312	9.666791916		9.666791916	2
ShareMig	DEU	DEE	Saxony-Anhalt	6.412688732	9.666791916		9.666791916	2
ShareMig	DEU	DEF	Schleswig-Holstein	11.29611683	9.666791916		9.666791916	3
ShareMig	DEU	DEG	Thuringia	5.939939022	9.666791916		9.666791916	2
ChangeShareMig	DEU	DE1	Baden-Württemberg 	3.067163467	3.067163467		9.666791916	3
ChangeShareMig	DEU	DE2	Bavaria	1.79981041	1.79981041		9.666791916	2
ChangeShareMig	DEU	DE3	Berlin	5.261252403	5.261252403		9.666791916	4
ChangeShareMig	DEU	DE4	Brandenburg					
ChangeShareMig	DEU	DE5	Bremen 	8.218959808	8.218959808		9.666791916	4
ChangeShareMig	DEU	DE6	Hamburg	5.087963104	5.087963104		9.666791916	4
ChangeShareMig	DEU	DE7	Hesse	3.242965698	3.242965698		9.666791916	3
ChangeShareMig	DEU	DE8	Mecklenburg-Vorpommern					
ChangeShareMig	DEU	DE9	Lower Saxony 	4.488456726	4.488456726		9.666791916	4
ChangeShareMig	DEU	DEA	North Rhine-Westphalia	2.183048248	2.183048248		9.666791916	3
ChangeShareMig	DEU	DEB	Rhineland-Palatinate	3.208014488	3.208014488		9.666791916	3
ChangeShareMig	DEU	DEC	Saarland	2.895232201	2.895232201		9.666791916	3
ChangeShareMig	DEU	DED	Saxony					
ChangeShareMig	DEU	DEE	Saxony-Anhalt					
ChangeShareMig	DEU	DEF	Schleswig-Holstein	4.889201641	4.889201641		9.666791916	4
ChangeShareMig	DEU	DEG	Thuringia					
lengthStay	DEU	DE1	Baden-Württemberg 	23.93888283	76.06111908	52.12223625	40.36335754	4
lengthStay	DEU	DE2	Bavaria	27.92993164	72.07006836	44.14013672	40.36335754	3
lengthStay	DEU	DE3	Berlin	33.53984833	66.46015167	32.92030334	40.36335754	3
lengthStay	DEU	DE4	Brandenburg	33.6590004	66.34100342	32.68200302	40.36335754	3
lengthStay	DEU	DE5	Bremen 	27.28194809	72.71805573	45.43610764	40.36335754	3
lengthStay	DEU	DE6	Hamburg	24.33218384	75.66781616	51.33563232	40.36335754	4
lengthStay	DEU	DE7	Hesse	24.20559692	75.79440308	51.58880615	40.36335754	4
lengthStay	DEU	DE8	Mecklenburg-Vorpommern	49.28692245	50.71307755	1.42615509	40.36335754	1
lengthStay	DEU	DE9	Lower Saxony 	23.36659241	76.63340759	53.26681519	40.36335754	4
lengthStay	DEU	DEA	North Rhine-Westphalia	19.56510925	80.43489075	60.86978149	40.36335754	4
