Indicator	Country	Region	RegionName	FB	NonFBCompValue	Diff	country_mean_DIFF	quartile
lengthStay	FRA	FR10	Île-de-France	20.84465206	79.15534794	58.31069587	48.05628586	4
lengthStay	FRA	FR21	Champagne-Ardenne	36.22639395	63.77360605	27.54721211	48.05628586	2
lengthStay	FRA	FR22	Picardy	22.38489194	77.61510806	55.23021612	48.05628586	4
lengthStay	FRA	FR23	Upper Normandy	28.73439287	71.26560713	42.53121425	48.05628586	3
lengthStay	FRA	FR24	Centre-Val de Loire	21.89440483	78.10559516	56.21119033	48.05628586	4
lengthStay	FRA	FR25	Lower Normandy 	28.86598544	71.13401456	42.26802912	48.05628586	3
lengthStay	FRA	FR26	Burgundy	23.42723617	76.57276383	53.14552766	48.05628586	4
lengthStay	FRA	FR30	Nord-Pas-de-Calais	26.98254894	73.01745106	46.03490212	48.05628586	3
lengthStay	FRA	FR41	Lorraine	26.52705845	73.47294155	46.9458831	48.05628586	3
lengthStay	FRA	FR42	Alsace 	23.0675801	76.9324199	53.8648398	48.05628586	4
lengthStay	FRA	FR43	Franche-Comté	18.73312324	81.26687676	62.53375351	48.05628586	4
lengthStay	FRA	FR51	Pays de la Loire	26.51229236	73.48770764	46.97541528	48.05628586	4
lengthStay	FRA	FR52	Brittany	35.48949637	64.51050363	29.02100726	48.05628586	2
lengthStay	FRA	FR53	Poitou-Charentes	31.25397756	68.74602244	37.49204489	48.05628586	3
lengthStay	FRA	FR61	Aquitaine	23.89913349	76.10086651	52.20173302	48.05628586	4
lengthStay	FRA	FR62	Midi-Pyrénées	26.32111097	73.67888903	47.35777806	48.05628586	4
lengthStay	FRA	FR63	Limousin	34.76019234	65.23980766	30.47961531	48.05628586	3
lengthStay	FRA	FR71	Rhône-Alpes	26.77049929	73.22950071	46.45900141	48.05628586	3
lengthStay	FRA	FR72	Auvergne	23.48241296	76.51758704	53.03517409	48.05628586	4
lengthStay	FRA	FR81	Languedoc-Roussillon 	18.13877272	81.86122728	63.72245455	48.05628586	4
lengthStay	FRA	FR82	Provence-Alpes-Côte d'Azur	21.09283155	78.90716845	57.8143369	48.05628586	4
lengthStay	FRA	FR83	Corsica		94.55385677		48.05628586	
PartRate	FRA	FR10	Île-de-France	72.24310322	73.6819049	1.438801674	6.694063187	2
PartRate	FRA	FR21	Champagne-Ardenne	63.63859148	69.47671538	5.8381239	6.694063187	3
PartRate	FRA	FR22	Picardy	64.69216444	69.39303908	4.700874634	6.694063187	3
PartRate	FRA	FR23	Upper Normandy	65.01586648	70.7732286	5.757362115	6.694063187	3
PartRate	FRA	FR24	Centre-Val de Loire	63.98394985	71.33367448	7.349724632	6.694063187	4
PartRate	FRA	FR25	Lower Normandy 	61.16606761	71.19499135	10.02892374	6.694063187	4
PartRate	FRA	FR26	Burgundy	62.67992331	71.48020639	8.800283086	6.694063187	4
PartRate	FRA	FR30	Nord-Pas-de-Calais	60.9905947	66.89380432	5.90320962	6.694063187	3
PartRate	FRA	FR41	Lorraine	62.92509484	70.59136733	7.666272492	6.694063187	4
PartRate	FRA	FR42	Alsace 	68.33801852	73.92965294	5.591634425	6.694063187	3
PartRate	FRA	FR43	Franche-Comté	58.24290158	72.6162144	14.37331283	6.694063187	4
PartRate	FRA	FR51	Pays de la Loire	65.5387918	74.723062	9.184270199	6.694063187	4
PartRate	FRA	FR52	Brittany	65.73053041	73.47550839	7.744977979	6.694063187	4
PartRate	FRA	FR53	Poitou-Charentes	62.99183351	72.87629501	9.884461498	6.694063187	4
PartRate	FRA	FR61	Aquitaine	65.90110063	72.88087558	6.979774949	6.694063187	4
PartRate	FRA	FR62	Midi-Pyrénées	67.30307443	72.84076351	5.537689083	6.694063187	3
PartRate	FRA	FR63	Limousin	63.62545913	75.06018724	11.43472811	6.694063187	4
PartRate	FRA	FR71	Rhône-Alpes	66.18892997	73.9998479	7.810917922	6.694063187	4
PartRate	FRA	FR72	Auvergne	64.53218751	70.95812301	6.425935491	6.694063187	4
PartRate	FRA	FR81	Languedoc-Roussillon 	62.00511095	68.16146849	6.156357541	6.694063187	4
PartRate	FRA	FR82	Provence-Alpes-Côte d'Azur	63.71400384	71.52972173	7.815717892	6.694063187	4
PartRate	FRA	FR83	Corsica	71.47023154	62.31626275	-9.153968792	6.694063187	1
Unemp	FRA	FR10	Île-de-France	14.14663686	8.2320558	5.914581063	9.395689011	3
Unemp	FRA	FR21	Champagne-Ardenne	20.49628391	11.56915612	8.927127795	9.395689011	4
Unemp	FRA	FR22	Picardy	19.43528974	10.66005019	8.77523955	9.395689011	4
Unemp	FRA	FR23	Upper Normandy	25.47956006	10.24084983	15.23871024	9.395689011	4
Unemp	FRA	FR24	Centre-Val de Loire	18.85891861	9.308624083	9.550294524	9.395689011	4
Unemp	FRA	FR25	Lower Normandy 		7.762270723		9.395689011	
Unemp	FRA	FR26	Burgundy	16.02086891	9.256992834	6.763876075	9.395689011	3
Unemp	FRA	FR30	Nord-Pas-de-Calais	25.36847044	13.32388408	12.04458635	9.395689011	4
Unemp	FRA	FR41	Lorraine	19.94701175	11.29929098	8.647720763	9.395689011	4
Unemp	FRA	FR42	Alsace 	18.14900315	8.533523137	9.615480017	9.395689011	4
Unemp	FRA	FR43	Franche-Comté	15.3919048	9.131332749	6.260572051	9.395689011	3
Unemp	FRA	FR51	Pays de la Loire	23.99791135	8.063610513	15.93430084	9.395689011	4
Unemp	FRA	FR52	Brittany	14.66840725	7.329542411	7.338864838	9.395689011	3
Unemp	FRA	FR53	Poitou-Charentes	22.18376223	9.668547597	12.51521464	9.395689011	4
Unemp	FRA	FR61	Aquitaine	15.0498105	8.805288362	6.244522141	9.395689011	3
Unemp	FRA	FR62	Midi-Pyrénées	16.89487781	8.016973686	8.877904126	9.395689011	4
Unemp	FRA	FR63	Limousin		8.707941892		9.395689011	
Unemp	FRA	FR71	Rhône-Alpes	18.26390711	7.772540536	10.49136657	9.395689011	4
Unemp	FRA	FR72	Auvergne	18.3354032	7.340697206	10.99470599	9.395689011	4
Unemp	FRA	FR81	Languedoc-Roussillon 	19.69298384	11.72728807	7.965695771	9.395689011	3
Unemp	FRA	FR82	Provence-Alpes-Côte d'Azur	16.03259262	9.615272052	6.41732057	9.395689011	3
Unemp	FRA	FR83	Corsica		9.785728504		9.395689011	
eduattain	FRA	FR10	Île-de-France	31.99797801	47.32476146	15.32678345	3.499084473	4
eduattain	FRA	FR21	Champagne-Ardenne	24.20643508	22.53447056	-1.671964527	3.499084473	2
eduattain	FRA	FR22	Picardy	24.67946033	21.80725814	-2.872202194	3.499084473	2
eduattain	FRA	FR23	Upper Normandy	22.47955751	25.52752922	3.047971709	3.499084473	3
eduattain	FRA	FR24	Centre-Val de Loire	24.05584651	27.46192421	3.4060777	3.499084473	3
eduattain	FRA	FR25	Lower Normandy 	35.03174995	24.71162175	-10.3201282	3.499084473	1
eduattain	FRA	FR26	Burgundy	18.28260455	26.64202736	8.35942281	3.499084473	4
eduattain	FRA	FR30	Nord-Pas-de-Calais	29.72964575	26.95258511	-2.777060639	3.499084473	2
eduattain	FRA	FR41	Lorraine	21.56682042	29.62008055	8.053260127	3.499084473	4
eduattain	FRA	FR42	Alsace 	25.68181618	31.12455698	5.442740801	3.499084473	3
eduattain	FRA	FR43	Franche-Comté	15.21271486	26.43424315	11.22152829	3.499084473	4
eduattain	FRA	FR51	Pays de la Loire	33.34778615	30.33179835	-3.015987791	3.499084473	2
eduattain	FRA	FR52	Brittany	39.99134992	31.88679771	-8.104552219	3.499084473	2
eduattain	FRA	FR53	Poitou-Charentes	27.69893112	24.96866154	-2.73026958	3.499084473	2
eduattain	FRA	FR61	Aquitaine	24.85236593	32.86230763	8.009941701	3.499084473	4
eduattain	FRA	FR62	Midi-Pyrénées	34.16238462	39.58881882	5.426434196	3.499084473	3
eduattain	FRA	FR63	Limousin	21.76400831	29.14811773	7.384109413	3.499084473	4
eduattain	FRA	FR71	Rhône-Alpes	28.21067481	36.93799701	8.727322204	3.499084473	4
eduattain	FRA	FR72	Auvergne	21.04129074	27.22124006	6.179949318	3.499084473	4
eduattain	FRA	FR81	Languedoc-Roussillon 	26.70959471	30.38922025	3.679625548	3.499084473	3
eduattain	FRA	FR82	Provence-Alpes-Côte d'Azur	24.96754155	35.67531379	10.70777224	3.499084473	4
eduattain	FRA	FR83	Corsica		26.77587087		3.499084473	
overQualRate	FRA	FR10	Île-de-France	11.68569206	8.161386889	3.524305174	2.795135021	3
overQualRate	FRA	FR21	Champagne-Ardenne	16.26802448	6.653531948	9.614492528	2.795135021	4
overQualRate	FRA	FR22	Picardy	12.19713212	6.198175691	5.998956433	2.795135021	3
overQualRate	FRA	FR23	Upper Normandy		7.632597463		2.795135021	
overQualRate	FRA	FR24	Centre-Val de Loire	14.43438294	7.640470679	6.793912263	2.795135021	4
overQualRate	FRA	FR25	Lower Normandy 		5.863195735		2.795135021	
overQualRate	FRA	FR26	Burgundy		7.887892701		2.795135021	
overQualRate	FRA	FR30	Nord-Pas-de-Calais	8.93655157	9.004629802	-0.068078232	2.795135021	2
overQualRate	FRA	FR41	Lorraine	8.529392392	9.673983601	-1.144591209	2.795135021	2
overQualRate	FRA	FR42	Alsace 	9.651757845	7.387242934	2.264514911	2.795135021	3
overQualRate	FRA	FR43	Franche-Comté		6.567623381		2.795135021	
overQualRate	FRA	FR51	Pays de la Loire	10.42815142	8.224758354	2.203393062	2.795135021	3
overQualRate	FRA	FR52	Brittany	13.27483374	8.688036251	4.58679749	2.795135021	3
overQualRate	FRA	FR53	Poitou-Charentes		8.725166566		2.795135021	
overQualRate	FRA	FR61	Aquitaine	8.944554227	8.746221454	0.198332773	2.795135021	2
overQualRate	FRA	FR62	Midi-Pyrénées	8.401410395	9.663104986	-1.26169459	2.795135021	2
overQualRate	FRA	FR63	Limousin		7.268879788		2.795135021	
overQualRate	FRA	FR71	Rhône-Alpes	12.09303673	8.392298553	3.700738182	2.795135021	3
overQualRate	FRA	FR72	Auvergne		9.448587426		2.795135021	
overQualRate	FRA	FR81	Languedoc-Roussillon 	9.254193807	9.579434262	-0.325240454	2.795135021	2
overQualRate	FRA	FR82	Provence-Alpes-Côte d'Azur	11.22320605	8.177152501	3.046053545	2.795135021	3
overQualRate	FRA	FR83	Corsica					
ShareMig	GBR	UKC	North East England	5.43051982	7.576101303		7.576101303	2
ShareMig	GBR	UKD	North West England	9.390596609	7.576101303		7.576101303	3
ShareMig	GBR	UKE	Yorkshire and The Humber	9.356131081	7.576101303		7.576101303	3
ShareMig	GBR	UKF	East Midlands	10.80486613	7.576101303		7.576101303	3
ShareMig	GBR	UKG	West Midlands	12.0707573	7.576101303		7.576101303	3
ShareMig	GBR	UKH	East of England	11.93778819	7.576101303		7.576101303	3
ShareMig	GBR	UKI	Greater London	37.38040356	7.576101303		7.576101303	4
ShareMig	GBR	UKJ	South East England	12.68532926	7.576101303		7.576101303	3
ShareMig	GBR	UKK	South West England	8.295795549	7.576101303		7.576101303	3
ShareMig	GBR	UKL	Wales	6.199135724	7.576101303		7.576101303	2
ShareMig	GBR	UKM	Scotland	7.42905022	7.576101303		7.576101303	2
ShareMig	GBR	UKN	Northern Ireland	7.438567673	7.576101303		7.576101303	3
ChangeShareMig	GBR	UKC	North East England	1.786173344	1.786173344		7.576101303	2
ChangeShareMig	GBR	UKD	North West England	3.404139996	3.404139996		7.576101303	3
ChangeShareMig	GBR	UKE	Yorkshire and The Humber	5.071641445	5.071641445		7.576101303	4
ChangeShareMig	GBR	UKF	East Midlands	3.430283546	3.430283546		7.576101303	3
ChangeShareMig	GBR	UKG	West Midlands	3.530885696	3.530885696		7.576101303	3
ChangeShareMig	GBR	UKH	East of England	3.466361046	3.466361046		7.576101303	3
ChangeShareMig	GBR	UKI	Greater London	7.401477814	7.401477814		7.576101303	4
ChangeShareMig	GBR	UKJ	South East England	3.872831345	3.872831345		7.576101303	4
ChangeShareMig	GBR	UKK	South West England	2.664256573	2.664256573		7.576101303	3
ChangeShareMig	GBR	UKL	Wales	2.378045559	2.378045559		7.576101303	3
ChangeShareMig	GBR	UKM	Scotland	3.046357155	3.046357155		7.576101303	3
ChangeShareMig	GBR	UKN	Northern Ireland	3.355041504	3.355041504		7.576101303	3
lengthStay	GBR	UKC	North East England	52.60102844	47.39897156	-5.202056885	-4.530511379	1
lengthStay	GBR	UKD	North West England	51.29701996	48.70298004	-2.594039917	-4.530511379	1
lengthStay	GBR	UKE	Yorkshire and The Humber	52.66460419	47.33539581	-5.329208374	-4.530511379	1
lengthStay	GBR	UKF	East Midlands	53.1389389	46.8610611	-6.277877808	-4.530511379	1
lengthStay	GBR	UKG	West Midlands	47.79158783	52.20841217	4.416824341	-4.530511379	1
lengthStay	GBR	UKH	East of England	50.14205933	49.85794067	-0.284118652	-4.530511379	1
lengthStay	GBR	UKI	Greater London	45.38655472	54.61344528	9.226890564	-4.530511379	1
lengthStay	GBR	UKJ	South East England	48.31700134	51.68299866	3.365997314	-4.530511379	1
lengthStay	GBR	UKK	South West England	51.84655762	48.15344238	-3.693115234	-4.530511379	1
lengthStay	GBR	UKL	Wales	52.3830452	47.6169548	-4.766090393	-4.530511379	1
lengthStay	GBR	UKM	Scotland	60.89587784	39.10412216	-21.79175568	-4.530511379	1
lengthStay	GBR	UKN	Northern Ireland	60.71879196	39.28120804	-21.43758392	-4.530511379	1
PartRate	GBR	UKC	North East England	69.90392303	75.08072662	5.176802635	1.606734872	3
PartRate	GBR	UKD	North West England	71.63487244	75.25985718	3.624986172	1.606734872	3
PartRate	GBR	UKE	Yorkshire and The Humber	71.61470032	76.83274841	5.218045712	1.606734872	3
PartRate	GBR	UKF	East Midlands	74.67782593	77.39492798	2.717095613	1.606734872	3
PartRate	GBR	UKG	West Midlands	72.65689087	75.32611084	2.669219971	1.606734872	3
PartRate	GBR	UKH	East of England	79.72736359	79.56091309	-0.166445896	1.606734872	2
PartRate	GBR	UKI	Greater London	75.03988647	77.73788452	2.697996616	1.606734872	3
PartRate	GBR	UKJ	South East England	79.39539337	79.27625275	-0.119139783	1.606734872	2
PartRate	GBR	UKK	South West England	79.12874603	79.61151886	0.482777089	1.606734872	2
PartRate	GBR	UKL	Wales	71.94940186	74.18466949	2.235267878	1.606734872	3
PartRate	GBR	UKM	Scotland	75.75569916	77.80226898	2.046569824	1.606734872	3
PartRate	GBR	UKN	Northern Ireland	78.35651398	71.05415344	-7.302357674	1.606734872	1
Unemp	GBR	UKC	North East England	14.42216873	8.593021393	5.829147339	2.501661301	3
Unemp	GBR	UKD	North West England	9.561800957	6.027190208	3.534610748	2.501661301	2
Unemp	GBR	UKE	Yorkshire and The Humber	10.33856869	6.6316576	3.706911087	2.501661301	2
Unemp	GBR	UKF	East Midlands	7.186903	5.04424715	2.142655849	2.501661301	2
Unemp	GBR	UKG	West Midlands	10.17263126	6.450389385	3.722241879	2.501661301	2
Unemp	GBR	UKH	East of England	5.745236397	4.644196987	1.10103941	2.501661301	2
Unemp	GBR	UKI	Greater London	6.795345306	6.523605824	0.271739483	2.501661301	2
Unemp	GBR	UKJ	South East England	5.439623833	4.296228886	1.143394947	2.501661301	2
Unemp	GBR	UKK	South West England	5.074532032	4.34022665	0.734305382	2.501661301	2
Unemp	GBR	UKL	Wales	9.490730286	6.239953041	3.250777245	2.501661301	2
Unemp	GBR	UKM	Scotland	8.028008461	5.946558475	2.081449986	2.501661301	2
Unemp	GBR	UKN	Northern Ireland		6.621366024		2.501661301	
eduattain	GBR	UKC	North East England	50.62319744	27.683913	-22.93928445	-11.82975769	1
eduattain	GBR	UKD	North West England	38.62289334	31.75987862	-6.863014716	-11.82975769	2
eduattain	GBR	UKE	Yorkshire and The Humber	31.32225316	30.53974072	-0.782512437	-11.82975769	2
eduattain	GBR	UKF	East Midlands	40.18265015	31.16166839	-9.020981761	-11.82975769	1
eduattain	GBR	UKG	West Midlands	33.93349159	29.75679954	-4.176692059	-11.82975769	2
eduattain	GBR	UKH	East of England	54.32949624	31.28302453	-23.0464717	-11.82975769	1
eduattain	GBR	UKI	Greater London	51.61329961	50.03635893	-1.576940681	-11.82975769	2
eduattain	GBR	UKJ	South East England	55.39079981	38.5153452	-16.87545461	-11.82975769	1
eduattain	GBR	UKK	South West England	50.95991419	35.37868403	-15.58123017	-11.82975769	1
eduattain	GBR	UKL	Wales	52.47842996	31.99071261	-20.48771735	-11.82975769	1
eduattain	GBR	UKM	Scotland	59.69989902	39.88753879	-19.81236023	-11.82975769	1
eduattain	GBR	UKN	Northern Ireland	32.96885935	32.17442161	-0.794437741	-11.82975769	2
overQualRate	GBR	UKC	North East England	19.35682869	9.870629311	9.486199379	7.674006462	4
overQualRate	GBR	UKD	North West England	15.18351364	9.50368309	5.693459511	7.674006462	3
overQualRate	GBR	UKE	Yorkshire and The Humber	14.63637924	9.127306938	5.509072781	7.674006462	3
overQualRate	GBR	UKF	East Midlands	16.39972115	8.445561409	7.954158783	7.674006462	4
overQualRate	GBR	UKG	West Midlands	17.4745388	8.447443008	9.027094841	7.674006462	4
overQualRate	GBR	UKH	East of England	15.68908691	7.44872427	8.240362167	7.674006462	4
overQualRate	GBR	UKI	Greater London	18.42121887	9.334897995	9.086319923	7.674006462	4
overQualRate	GBR	UKJ	South East England	15.8286953	8.648629189	7.180066586	7.674006462	4
overQualRate	GBR	UKK	South West England	17.15243912	8.774517059	8.492400169	7.674006462	4
overQualRate	GBR	UKL	Wales	22.03419495	10.63494301	11.39925098	7.674006462	4
overQualRate	GBR	UKM	Scotland	23.1801796	15.67060566	7.509574413	7.674006462	4
overQualRate	GBR	UKN	Northern Ireland	11.65602493	9.145908356	2.510116339	7.674006462	3
ShareMig	GRC	GR30	Attica	9.117584079	5.057047844		5.057047844	3
ShareMig	GRC	GR41	North Aegean	3.65792436	5.057047844		5.057047844	2
ShareMig	GRC	GR42	South Aegean	8.161838574	5.057047844		5.057047844	3
ShareMig	GRC	GR43	Crete	6.338985357	5.057047844		5.057047844	2
ShareMig	GRC	GR11	Eastern Macedonia, Thrace	4.455462304	5.057047844		5.057047844	2
ShareMig	GRC	GR12	Central Macedonia	5.674672783	5.057047844		5.057047844	2
ShareMig	GRC	GR13	Western Macedonia	2.601535515	5.057047844		5.057047844	1
ShareMig	GRC	GR21	Epirus	3.852192275	5.057047844		5.057047844	2
ShareMig	GRC	GR14	Thessaly	3.528607846	5.057047844		5.057047844	2
ShareMig	GRC	GR22	Ionian Islands	4.022149173	5.057047844		5.057047844	2
ShareMig	GRC	GR23	Western Greece	3.104179951	5.057047844		5.057047844	1
ShareMig	GRC	GR24	Central Greece	4.654244765	5.057047844		5.057047844	2
ShareMig	GRC	GR25	Peloponnese	6.572243807	5.057047844		5.057047844	2
ChangeShareMig	GRC	GR30	Attica					
ChangeShareMig	GRC	GR41	North Aegean					
ChangeShareMig	GRC	GR42	South Aegean					
ChangeShareMig	GRC	GR43	Crete					
ChangeShareMig	GRC	GR11	Eastern Macedonia, Thrace					
ChangeShareMig	GRC	GR12	Central Macedonia					
ChangeShareMig	GRC	GR13	Western Macedonia					
ChangeShareMig	GRC	GR21	Epirus					
ChangeShareMig	GRC	GR14	Thessaly					
ChangeShareMig	GRC	GR22	Ionian Islands					
ChangeShareMig	GRC	GR23	Western Greece					
ChangeShareMig	GRC	GR24	Central Greece					
ChangeShareMig	GRC	GR25	Peloponnese					
lengthStay	GRC	GR30	Attica	24.84630868	75.15369132	50.30738263	42.38410187	4
lengthStay	GRC	GR41	North Aegean	57.4714688	42.5285312	-14.9429376	42.38410187	1
lengthStay	GRC	GR42	South Aegean	25.65772452	74.34227548	48.68455097	42.38410187	4
lengthStay	GRC	GR43	Crete	37.58326636	62.41673365	24.83346729	42.38410187	2
lengthStay	GRC	GR11	Eastern Macedonia, Thrace	14.75463469	85.24536531	70.49073062	42.38410187	4
lengthStay	GRC	GR12	Central Macedonia	19.56742464	80.43257536	60.86515073	42.38410187	4
lengthStay	GRC	GR13	Western Macedonia		78.5739803		42.38410187	
lengthStay	GRC	GR21	Epirus	30.20267905	69.79732095	39.5946419	42.38410187	3
lengthStay	GRC	GR14	Thessaly	22.46888819	77.53111181	55.06222362	42.38410187	4
lengthStay	GRC	GR22	Ionian Islands	43.12294382	56.87705618	13.75411236	42.38410187	2
lengthStay	GRC	GR23	Western Greece	20.0609834	79.9390166	59.8780332	42.38410187	4
lengthStay	GRC	GR24	Central Greece	24.39999595	75.60000405	51.20000811	42.38410187	4
lengthStay	GRC	GR25	Peloponnese	25.5590736	74.4409264	48.88185281	42.38410187	4
PartRate	GRC	GR30	Attica	78.01132766	67.26315236	-10.7481753	-7.948940754	1
PartRate	GRC	GR41	North Aegean	68.8780487	62.93868646	-5.939362235	-7.948940754	1
PartRate	GRC	GR42	South Aegean	73.23182449	67.62023924	-5.611585249	-7.948940754	1
PartRate	GRC	GR43	Crete	83.23464436	67.33330594	-15.90133843	-7.948940754	1
PartRate	GRC	GR11	Eastern Macedonia, Thrace	74.24629263	65.69801292	-8.548279709	-7.948940754	1
PartRate	GRC	GR12	Central Macedonia	75.11743698	65.26309927	-9.85433771	-7.948940754	1
PartRate	GRC	GR13	Western Macedonia	61.05330295	65.29646923	4.243166283	-7.948940754	3
PartRate	GRC	GR21	Epirus	74.07105911	65.27006412	-8.800994986	-7.948940754	1
PartRate	GRC	GR14	Thessaly	74.67935589	66.72068123	-7.958674658	-7.948940754	1
PartRate	GRC	GR22	Ionian Islands	76.66360936	68.61313829	-8.050471073	-7.948940754	1
PartRate	GRC	GR23	Western Greece	82.34331822	65.05614036	-17.28717785	-7.948940754	1
PartRate	GRC	GR24	Central Greece	72.07921212	67.95345062	-4.1257615	-7.948940754	1
PartRate	GRC	GR25	Peloponnese	75.5738487	70.8206094	-4.753239296	-7.948940754	1
Unemp	GRC	GR30	Attica	32.7270576	25.30076805	7.426289552	9.675359726	3
Unemp	GRC	GR41	North Aegean		20.2002223		9.675359726	
Unemp	GRC	GR42	South Aegean	28.05883772	16.20938491	11.8494528	9.675359726	4
Unemp	GRC	GR43	Crete	29.6722055	23.66804503	6.004160465	9.675359726	3
Unemp	GRC	GR11	Eastern Macedonia, Thrace	39.36870855	22.96686823	16.40184033	9.675359726	4
Unemp	GRC	GR12	Central Macedonia	39.169876	26.36596456	12.80391144	9.675359726	4
Unemp	GRC	GR13	Western Macedonia	38.13336571	29.01553234	9.117833366	9.675359726	4
Unemp	GRC	GR21	Epirus	42.91046037	24.89262631	18.01783407	9.675359726	4
Unemp	GRC	GR14	Thessaly	35.52165481	26.31653727	9.205117545	9.675359726	4
Unemp	GRC	GR22	Ionian Islands		20.36143232		9.675359726	
Unemp	GRC	GR23	Western Greece	44.33936301	27.85697307	16.48238994	9.675359726	4
Unemp	GRC	GR24	Central Greece	24.33373257	26.85530184	-2.521569269	9.675359726	1
Unemp	GRC	GR25	Peloponnese	24.68307206	23.04137778	1.641694288	9.675359726	2
eduattain	GRC	GR30	Attica	17.59354938	38.5874094	20.99386002	11.63734627	4
eduattain	GRC	GR41	North Aegean		24.09562412		11.63734627	
eduattain	GRC	GR42	South Aegean	8.799702506	19.24426487	10.44456237	11.63734627	4
eduattain	GRC	GR43	Crete	8.417965859	23.76564054	15.34767468	11.63734627	4
eduattain	GRC	GR11	Eastern Macedonia, Thrace	19.46769512	20.59723338	1.129538261	11.63734627	3
eduattain	GRC	GR12	Central Macedonia	16.93376625	28.37550462	11.44173836	11.63734627	4
eduattain	GRC	GR13	Western Macedonia		22.04566257		11.63734627	
eduattain	GRC	GR21	Epirus		25.68176815		11.63734627	
eduattain	GRC	GR14	Thessaly	13.4094108	26.0605355	12.6511247	11.63734627	4
eduattain	GRC	GR22	Ionian Islands		19.58981632		11.63734627	
eduattain	GRC	GR23	Western Greece	14.48190467	22.30710013	7.825195453	11.63734627	4
eduattain	GRC	GR24	Central Greece	6.36561746	18.67640387	12.31078641	11.63734627	4
eduattain	GRC	GR25	Peloponnese	8.146699708	20.73833329	12.59163359	11.63734627	4
overQualRate	GRC	GR30	Attica	10.1440153	11.44572566	-1.301710361	1.227794528	2
overQualRate	GRC	GR41	North Aegean		8.444928267		1.227794528	
overQualRate	GRC	GR42	South Aegean		7.505901024		1.227794528	
overQualRate	GRC	GR43	Crete		9.004509353		1.227794528	
overQualRate	GRC	GR11	Eastern Macedonia, Thrace	15.39482068	8.431143056	6.963677629	1.227794528	4
overQualRate	GRC	GR12	Central Macedonia	7.624968394	9.603552066	-1.978583672	1.227794528	2
overQualRate	GRC	GR13	Western Macedonia		7.412670867		1.227794528	
overQualRate	GRC	GR21	Epirus		8.624519169		1.227794528	
overQualRate	GRC	GR14	Thessaly		8.927985883		1.227794528	
overQualRate	GRC	GR22	Ionian Islands		4.922806757		1.227794528	
overQualRate	GRC	GR23	Western Greece		7.02158277		1.227794528	
overQualRate	GRC	GR24	Central Greece		7.647777105		1.227794528	
overQualRate	GRC	GR25	Peloponnese		6.815957878		1.227794528	
ShareMig	HUN	HU10	Central Hungary	2.82604707	0.922272027		0.922272027	1
ShareMig	HUN	HU21	Central Transdanubia	1.476296008	0.922272027		0.922272027	1
ShareMig	HUN	HU22	Western Transdanubia	0.980646803	0.922272027		0.922272027	1
ShareMig	HUN	HU23	Southern Transdanubia	2.066114294	0.922272027		0.922272027	1
ShareMig	HUN	HU31	Northern Hungary	0.832229671	0.922272027		0.922272027	1
ShareMig	HUN	HU32	Northern Great Plain	1.389325965	0.922272027		0.922272027	1
ShareMig	HUN	HU33	Southern Great Plain	1.549070214	0.922272027		0.922272027	1
ChangeShareMig	HUN	HU10	Central Hungary	0.9002707	0.9002707		0.922272027	2
ChangeShareMig	HUN	HU21	Central Transdanubia	0.023759842	0.023759842		0.922272027	1
ChangeShareMig	HUN	HU22	Western Transdanubia	0.108166575	0.108166575		0.922272027	1
ChangeShareMig	HUN	HU23	Southern Transdanubia	0.456718445	0.456718445		0.922272027	2
ChangeShareMig	HUN	HU31	Northern Hungary	-0.238391936	-0.238391936		0.922272027	1
ChangeShareMig	HUN	HU32	Northern Great Plain	0.174339771	0.174339771		0.922272027	1
ChangeShareMig	HUN	HU33	Southern Great Plain	0.367214799	0.367214799		0.922272027	2
lengthStay	HUN	HU10	Central Hungary	29.14469595	70.85530406	41.71060811	47.32855225	3
lengthStay	HUN	HU21	Central Transdanubia	28.44917894	71.55082105	43.10164211	47.32855225	3
lengthStay	HUN	HU22	Western Transdanubia		76.83081247		47.32855225	
lengthStay	HUN	HU23	Southern Transdanubia	28.72474733	71.27525267	42.55050534	47.32855225	3
lengthStay	HUN	HU31	Northern Hungary		86.45405014		47.32855225	
lengthStay	HUN	HU32	Northern Great Plain	21.82018664	78.17981336	56.35962672	47.32855225	4
lengthStay	HUN	HU33	Southern Great Plain	23.53980757	76.46019243	52.92038486	47.32855225	4
PartRate	HUN	HU10	Central Hungary	79.70053943	70.60599101	-9.094548413	-5.293995857	1
PartRate	HUN	HU21	Central Transdanubia	79.26340595	69.45921614	-9.804189818	-5.293995857	1
PartRate	HUN	HU22	Western Transdanubia	69.47522572	69.58267175	0.10744603	-5.293995857	2
PartRate	HUN	HU23	Southern Transdanubia	60.76666761	64.62740794	3.860740333	-5.293995857	3
PartRate	HUN	HU31	Northern Hungary	72.88524357	63.32256111	-9.562682462	-5.293995857	1
PartRate	HUN	HU32	Northern Great Plain	73.18307545	65.48854537	-7.694530079	-5.293995857	1
PartRate	HUN	HU33	Southern Great Plain	71.35932042	66.48911538	-4.870205044	-5.293995857	1
Unemp	HUN	HU10	Central Hungary	5.602640107	5.772246246	-0.169606139	-0.169606134	1
Unemp	HUN	HU21	Central Transdanubia		5.026390381		-0.169606134	
Unemp	HUN	HU22	Western Transdanubia		4.205946831		-0.169606134	
Unemp	HUN	HU23	Southern Transdanubia		8.055645552		-0.169606134	
